pmid	title	doi	journal	pub_year	cancer_type	modality	task_type	include_decision	exclusion_reason	probable_relevance_score
41315843	Cost-effectiveness of chest radiography using artificial intelligence for lung cancer screening in South Korea.	10.1038/s41598-025-29600-3	Scientific reports	2025	lung	LDCT	screening	True		0.8
39202277	Automated Opportunistic Osteoporosis Screening Using Low-Dose Chest CT among Individuals Undergoing Lung Cancer Screening in a Korean Population.	10.3390/diagnostics14161789	Diagnostics (Basel, Switzerland)	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40486596	Bridging surgical oncology and personalized medicine: the role of artificial intelligence and machine learning in thoracic surgery.	10.1097/MS9.0000000000003302	Annals of medicine and surgery (2012)	2025	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
32729277	Validation of Deep-Learning Image Reconstruction for Low-Dose Chest Computed Tomography Scan: Emphasis on Image Quality and Noise.	10.3348/kjr.2020.0116	Korean journal of radiology	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38927934	Enhancing Early Lung Cancer Diagnosis: Predicting Lung Nodule Progression in Follow-Up Low-Dose CT Scan with Deep Generative Model.	10.3390/cancers16122229	Cancers	2024	lung	LDCT	screening	True		0.8
32185618	Next-Generation Radiogenomics Sequencing for Prediction of EGFR and KRAS Mutation Status in NSCLC Patients Using Multimodal Imaging and Machine Learning Algorithms.	10.1007/s11307-020-01487-8	Molecular imaging and biology	2020	lung	LDCT	diagnosis	True		0.85
37233206	Predicting Future Lung Cancer Risk from a Single Low-Dose CT Using Deep Learning.	10.1148/rycan.239013	Radiology. Imaging cancer	2023	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36656144	Automated Coronary Artery Calcium and Quantitative Emphysema in Lung Cancer Screening: Association With Mortality, Lung Cancer Incidence, and Airflow Obstruction.	10.1097/RTI.0000000000000698	Journal of thoracic imaging	2023	lung	LDCT	screening	True		0.7
41454306	Multimodal innovations and clinical applications of Robotic-assisted bronchoscopy in pulmonary nodule diagnosis: a review of recent advances.	10.1186/s12890-025-03936-y	BMC pulmonary medicine	2025	lung	LDCT	screening	True		0.95
32520848	The Regimen of Computed Tomography Screening for Lung Cancer: Lessons Learned Over 25 Years From the International Early Lung Cancer Action Program.	10.1097/RTI.0000000000000538	Journal of thoracic imaging	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38509635	Development of a modified 3D region proposal network for lung nodule detection in computed tomography scans: a secondary analysis of lung nodule datasets.	10.1186/s40644-024-00683-x	Cancer imaging : the official publication of the International Cancer Imaging Society	2024	lung	LDCT	diagnosis	True		0.8
32864596	Prediction of lung cancer risk at follow-up screening with low-dose CT: a training and validation study of a deep learning method.	10.1016/S2589-7500(19)30159-1	The Lancet. Digital health	2019	lung	LDCT	screening	True		0.9
40491372	Analysis of Research Hotspots and Development Trends in the Diagnosis of Lung Diseases Using Low-Dose CT Based on Bibliometrics.	10.2174/0115734056402094250530075121	Current medical imaging	2025	lung	LDCT	screening	True		1.0
32055950	Prognostic value of anthropometric measures extracted from whole-body CT using deep learning in patients with non-small-cell lung cancer.	10.1007/s00330-019-06630-w	European radiology	2020	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41734977	Longitudinal multisource clinical model for early lung cancer risk stratification and screening.	10.1136/bmjhci-2025-101989	BMJ health & care informatics	2026	lung	LDCT	screening	True		0.9
41833807	Integrating deep learning of low-dose computed tomography with clinical data for lung cancer risk prediction.	10.1016/j.chest.2026.02.022	Chest	2026	lung	LDCT	screening	True		1.0
36849097	Unintrusive multi-cancer detection by circulating cell-free DNA methylation sequencing (THUNDER): development and independent validation studies.	10.1016/j.annonc.2023.02.010	Annals of oncology : official journal of the European Society for Medical Oncology	2023	multi_cancer	cfDNA_methylation	diagnosis	True		0.6
40402478	Detection of Cancers Three Years prior to Diagnosis Using Plasma Cell-Free DNA.	10.1158/2159-8290.CD-25-0375	Cancer discovery	2025	multi_cancer	other	diagnosis	False	Review/meta-analysis/editorial: matched '\bcommentary\b'	0.0
37819044	Multimodal analysis of methylomics and fragmentomics in plasma cell-free DNA for multi-cancer early detection and localization.	10.7554/eLife.89083	eLife	2023	multi_cancer	cfDNA_methylation	screening	True		0.95
36230741	Cell-Free DNA-Based Multi-Cancer Early Detection Test in an Asymptomatic Screening Population (NHS-Galleri): Design of a Pragmatic, Prospective Randomised Controlled Trial.	10.3390/cancers14194818	Cancers	2022	multi_cancer	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34432811	Clinical correlates of circulating cell-free DNA tumor fraction.	10.1371/journal.pone.0256436	PloS one	2021	lung	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39799530	Transforming cancer screening: the potential of multi-cancer early detection (MCED) technologies.	10.1007/s10147-025-02694-5	International journal of clinical oncology	2025	multi_cancer	other	screening	True		0.4
40317486	Multi-cancer early detection via a DNA methylation multiplex ddPCR-based blood test.	10.1002/ijc.35467	International journal of cancer	2025	multi_cancer	other	screening	True		0.4
39333750	Noninvasive multi-cancer detection using blood-based cell-free microRNAs.	10.1038/s41598-024-73783-0	Scientific reports	2024	lung	other	screening	True		0.5
37185463	Modelled mortality benefits of multi-cancer early detection screening in England.	10.1038/s41416-023-02243-9	British journal of cancer	2023	multi_cancer	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37352875	Multi-cancer early detection test in symptomatic patients referred for cancer investigation in England and Wales (SYMPLIFY): a large-scale, observational cohort study.	10.1016/S1470-2045(23)00277-2	The Lancet. Oncology	2023	multi_cancer	cfDNA_methylation	diagnosis	True		0.6
41968496	Early cancer detection in a large American Cancer Society cohort study: Retrospective analysis of methylated DNA biomarkers.	10.1002/cncr.70382	Cancer	2026	other	cfDNA_methylation	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
35626398	The Promise of Multicancer Early Detection. Comment on Pons-Belda et al. Can Circulating Tumor DNA Support a Successful Screening Test for Early Cancer Detection? The Grail Paradigm. Diagnostics 2021, 11, 2171.	10.3390/diagnostics12051243	Diagnostics (Basel, Switzerland)	2022	multi_cancer	other	screening	True		0.4
35120599	New genomic technologies for multi-cancer early detection: Rethinking the scope of cancer screening.	10.1016/j.ccell.2022.01.012	Cancer cell	2022	multi_cancer	other	screening	False	Review/meta-analysis/editorial: matched '\bcommentary\b'	0.0
39009999	TOTEM: a multi-cancer detection and localization approach using circulating tumor DNA methylation markers.	10.1186/s12885-024-12626-7	BMC cancer	2024	multi_cancer	cfDNA_methylation	diagnosis	True		0.6
38632333	A multi-cancer early detection blood test using machine learning detects early-stage cancers lacking USPSTF-recommended screening.	10.1038/s41698-024-00568-z	NPJ precision oncology	2024	multi_cancer	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41165038	The INSPECTOR study: enhanced feasibility for clinical translation of a multi-cancer early detection method based on enzyme-assisted high signal-to-noise ratio sequencing of methylated circulating tumor DNA.	10.1002/cac2.70071	Cancer communications (London, England)	2025	multi_cancer	cfDNA_methylation	screening	True		0.95
35690859	Letter to the Editor: An ultra-sensitive assay using cell-free DNA fragmentomics for multi-cancer early detection.	10.1186/s12943-022-01594-w	Molecular cancer	2022	lung	other	screening	False	Review/meta-analysis/editorial: matched '\bletter to the editor\b'	0.0
41953965	Preclinical circulating tumor DNA shedding duration and prognostic implications of modeling 3669 patients with cancer in the American Cancer Society Cancer Prevention Study-3 and Circulating Cell-Free Genome Atlas Substudy 3.	10.1002/cncr.70380	Cancer	2026	multi_cancer	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37678194	Ultra-short cell-free DNA fragments enhance cancer early detection in a multi-analyte blood test combining mutation, protein and fragmentomics.	10.1515/cclm-2023-0541	Clinical chemistry and laboratory medicine	2024	other	other	diagnosis	False	Low relevance score (0.10)	0.1
38324993	Clinical validation of a blood-based liquid biopsy test integrating cell-free DNA quantification and next-generation sequencing for cancer screening in dogs.	10.2460/javma.23.10.0564	Journal of the American Veterinary Medical Association	2024	other	other	screening	False	Low relevance score (0.20)	0.2
40682054	Machine learning and discriminant analysis model for predicting benign and malignant pulmonary nodules.	10.1186/s12911-025-03067-8	BMC medical informatics and decision making	2025	lung	other	screening	True		0.5
30288901	Low rates of eligibility for lung cancer screening in patients undergoing computed tomography coronary angiography.	10.1111/imj.14061	Internal medicine journal	2018	lung	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
32739872	Development and validation of a novel scoring system developed from a nomogram to identify malignant pleural effusion.	10.1016/j.ebiom.2020.102924	EBioMedicine	2020	lung	blood_protein	diagnosis	True		0.5
37458983	Development of lung cancer risk prediction models based on F-18 FDG PET images.	10.1007/s12149-023-01858-5	Annals of nuclear medicine	2023	lung	imaging	diagnosis	True		0.5
33749777	Prediction model of random forest for the risk of hyperuricemia in a Chinese basic health checkup test.	10.1042/BSR20203859	Bioscience reports	2021	other	other	diagnosis	False	No cancer mention	0.0
35729538	Development and validation of reassigned CEA, CYFRA21-1 and NSE-based models for lung cancer diagnosis and prognosis prediction.	10.1186/s12885-022-09728-5	BMC cancer	2022	lung	blood_protein	screening	True		0.6
37969964	Genetic susceptibility loci of lung cancer are associated with malignant risk of pulmonary nodules and improve malignancy diagnosis based on CEA levels.	10.21147/j.issn.1000-9604.2023.05.07	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2023	lung	blood_protein	diagnosis	True		0.5
32721652	Risk-Based lung cancer screening: A systematic review.	10.1016/j.lungcan.2020.07.007	Lung cancer (Amsterdam, Netherlands)	2020	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
38839544	Implementing circulating tumor DNA as a prognostic biomarker in resectable non-small cell lung cancer.	10.1016/j.trecan.2024.04.004	Trends in cancer	2024	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39184040	Construction of a risk prediction model for lung infection after chemotherapy in lung cancer patients based on the machine learning algorithm.	10.3389/fonc.2024.1403392	Frontiers in oncology	2024	lung	multimodal	screening	True		0.75
36920823	Pulmonary Nodules: Common Questions and Answers.		American family physician	2023	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37016707	Biomarkers in Lung Cancer Screening: a Narrative Review.	10.21037/ccts-20-171	Current challenges in thoracic surgery	2023	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bnarrative review\b'	0.0
38996549	Circulating tumor cells with increasing aneuploidy predict inferior prognosis and therapeutic resistance in small cell lung cancer.	10.1016/j.drup.2024.101117	Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy	2024	lung	other	diagnosis	True		0.4
34844976	Perioperative ctDNA-Based Molecular Residual Disease Detection for Non-Small Cell Lung Cancer: A Prospective Multicenter Cohort Study (LUNGCA-1).	10.1158/1078-0432.CCR-21-3044	Clinical cancer research : an official journal of the American Association for Cancer Research	2022	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40839309	Spatial imaging features derived from SUVmax location in resectable NSCLC are associated with tumor aggressiveness.	10.1007/s00259-025-07528-0	European journal of nuclear medicine and molecular imaging	2026	lung	imaging	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41379541	Association between visceral adiposity index and chronic obstructive pulmonary disease: A cross-sectional analysis.	10.1177/00368504251406570	Science progress	2025	other	other	diagnosis	False	No cancer mention	0.0
40826994	Coagulation Abnormalities in Lung Cancer: Diagnostic Challenges and Therapeutic Perspectives.	10.1177/10760296251359293	Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis	2025	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40478347	Beyond nodules: body composition as a biomarker for future lung cancer.	10.1007/s00330-025-11735-6	European radiology	2025	lung	LDCT	screening	True		0.7
40943394	The Impact of Artificial Intelligence on Lung Cancer Diagnosis and Personalized Treatment.	10.3390/ijms26178472	International journal of molecular sciences	2025	lung	multimodal	screening	True		0.75
40441343	Integrated metabolomics and lipidomics reveal plasma markers of non-small cell lung cancer with brain metastasis.	10.1016/j.cca.2025.120399	Clinica chimica acta; international journal of clinical chemistry	2025	lung	multimodal	early_detection	True		0.72
39728732	Oral microbiota as a biomarker for predicting the risk of malignancy in indeterminate pulmonary nodules: a prospective multicenter study.	10.1097/JS9.0000000000002152	International journal of surgery (London, England)	2025	lung	other	diagnosis	True		0.4
38159298	Pulmonary circulatory system characteristics are associated with future lung cancer risk.	10.1002/mp.16930	Medical physics	2024	lung	LDCT	screening	True		0.8
39800784	Integration of clinical, pathological, radiological, and transcriptomic data improves prediction for first-line immunotherapy outcome in metastatic non-small cell lung cancer.	10.1038/s41467-025-55847-5	Nature communications	2025	lung	multimodal	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40642085	The prognostic and clinicopathological value of HALP score in non-small cell lung cancer.	10.3389/fimmu.2025.1576326	Frontiers in immunology	2025	lung	other	diagnosis	True		0.4
38596689	Integrative single-cell analysis of LUAD: elucidating immune cell dynamics and prognostic modeling based on exhausted CD8+ T cells.	10.3389/fimmu.2024.1366096	Frontiers in immunology	2024	lung	multimodal	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40898302	Deep learning-based histomorphological subtyping and risk stratification of small cell lung cancer from hematoxylin and eosin-stained whole slide images.	10.1186/s13073-025-01526-5	Genome medicine	2025	lung	multimodal	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40264240	Neutrophil-to-lymphocyte ratio as a prognostic marker for lung cancer in combined pulmonary fibrosis and emphysema patients.	10.1186/s40001-025-02595-3	European journal of medical research	2025	lung	blood_protein	diagnosis	True		0.5
37038295	Identification of CLIC5 as a Prognostic Biomarker and Correlated Immunomodulator for Lung Adenocarcinoma.	10.2174/1386207326666230410103255	Combinatorial chemistry & high throughput screening	2023	lung	multimodal	diagnosis	True		0.65
40227817	Exploratory Algorithms to Aid in Risk of Malignancy Prediction for Indeterminate Pulmonary Nodules.	10.3390/cancers17071231	Cancers	2025	lung	blood_protein	screening	True		0.6
40507370	Effectiveness of Artificial Intelligence Models in Predicting Lung Cancer Recurrence: A Gene Biomarker-Driven Review.	10.3390/cancers17111892	Cancers	2025	lung	multimodal	multimodal_fusion	True		0.73
36564433	Leukocyte CH25H is a potential diagnostic and prognostic marker for lung adenocarcinoma.	10.1038/s41598-022-24183-9	Scientific reports	2022	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41734826	Gelsolin as a diagnostic biomarker in non-small cell lung Cancer.	10.1016/j.cca.2026.120916	Clinica chimica acta; international journal of clinical chemistry	2026	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41169155	Integration of Machine Learning, Bioinformatics, and Experimental Validation to Identify Novel Diagnostic and Prognostic Biomarkers Associated With Succinylation in Lung Adenocarcinoma.	10.1002/ddr.70184	Drug development research	2025	lung	multimodal	diagnosis	True		0.65
35565275	Potential of Inflammatory Protein Signatures for Enhanced Selection of People for Lung Cancer Screening.	10.3390/cancers14092146	Cancers	2022	lung	LDCT	screening	True		0.8
37577306	Radiomic signature accurately predicts the risk of metastatic dissemination in late-stage non-small cell lung cancer.	10.21037/tlcr-23-60	Translational lung cancer research	2023	lung	imaging	diagnosis	True		0.5
39560475	A differentially-methylated-region signature predicts the recurrence risk for patients with early stage lung adenocarcinoma.	10.18632/aging.206139	Aging	2024	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41692133	Electrochemical biosensors for Calreticulin in lung Cancer.	10.1016/j.cca.2026.120904	Clinica chimica acta; international journal of clinical chemistry	2026	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
33973553	Risk stratification of indeterminate pulmonary nodules.	10.1097/MCP.0000000000000780	Current opinion in pulmonary medicine	2021	lung	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41327467	From autoimmune inflammation to malignancy: causal genetic evidence for the RA-squamous cell lung cancer axis.	10.1186/s13075-025-03703-8	Arthritis research & therapy	2025	lung	other	screening	True		0.5
41406506	Combining cell-free DNA fragmentomes and total tumour volume improves prognostication and tumour response evaluation in patients with colorectal cancer liver metastases.	10.1016/j.ebiom.2025.106081	EBioMedicine	2026	lung	multimodal	diagnosis	True		0.65
37322952	Identification of coagulation-associated subtypes of lung adenocarcinoma and establishment of prognostic models.	10.3934/mbe.2023470	Mathematical biosciences and engineering : MBE	2023	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
33653596	Autoantibody Signatures as a Biomarker Panel for the Detection of Nasopharyngeal Carcinoma.	10.1016/j.arcmed.2021.02.007	Archives of medical research	2021	lung	other	early_detection	True		0.47
37806744	Clinical Adjuncts to Lung Cancer Screening: A Narrative Review.	10.1016/j.thorsurg.2023.03.002	Thoracic surgery clinics	2023	lung	other	screening	False	Review/meta-analysis/editorial: matched '\bnarrative review\b'	0.0
41411615	Comprehensive Analysis of the Value of Dynamic Changes in Circulating Tumor DNA in Small Cell Lung Cancer.	10.1200/PO-25-00574	JCO precision oncology	2025	lung	other	diagnosis	True		0.4
33137463	Contribution of a Blood-Based Protein Biomarker Panel to the Classification of Indeterminate Pulmonary Nodules.	10.1016/j.jtho.2020.09.024	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2021	lung	blood_protein	risk_assessment	True		0.55
35190518	Pretherapy 18F-fluorodeoxyglucose positron emission tomography/computed tomography robust radiomic features predict overall survival in non-small cell lung cancer.	10.1097/MNM.0000000000001541	Nuclear medicine communications	2022	lung	imaging	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37795442	ctDNA-based detection of molecular residual disease in stage I-III non-small cell lung cancer patients treated with definitive radiotherapy.	10.3389/fonc.2023.1253629	Frontiers in oncology	2023	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41672291	Aptasensors for NNK biomarkers in smoking-induced lung cancer.	10.1016/j.cca.2026.120891	Clinica chimica acta; international journal of clinical chemistry	2026	lung	other	screening	True		0.5
41535791	Prediction hospital mortality for critical illness lung cancer patients with pneumonia.	10.1186/s12879-025-12484-z	BMC infectious diseases	2026	lung	other	screening	True		0.5
34277151	Construction and validation of a 15-gene ferroptosis signature in lung adenocarcinoma.	10.7717/peerj.11687	PeerJ	2021	lung	other	diagnosis	True		0.4
40143527	MoLPre: A Machine Learning Model to Predict Metastasis of cT1 Solid Lung Cancer.	10.1111/cts.70186	Clinical and translational science	2025	lung	other	diagnosis	True		0.4
39633837	A Novel Lysosome-Related Gene Signature Predicts Lung Cancer Prognosis: A Bioinformatics-Driven Study.	10.1002/hsr2.70236	Health science reports	2024	lung	other	diagnosis	True		0.4
37091156	Investigate the application of postoperative ctDNA-based molecular residual disease detection in monitoring tumor recurrence in patients with non-small cell lung cancer--A retrospective study of ctDNA.	10.3389/fonc.2023.1098128	Frontiers in oncology	2023	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38175587	Emerging Strategies in Lung Cancer Screening: Blood and Beyond.	10.1093/clinchem/hvad137	Clinical chemistry	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40804615	Identification of optimal biomarkers associated with distant metastasis in breast cancer using Boruta and Lasso machine learning algorithms.	10.1186/s12885-025-14664-1	BMC cancer	2025	lung	other	diagnosis	True		0.4
40933176	A nomogram to predict development of brain metastasis in non-small cell lung cancer patients: a retrospective analysis using routinely available medical records.	10.1016/j.lana.2025.101213	Lancet regional health. Americas	2025	lung	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34995129	Blood-Based Biomarker Panel for Personalized Lung Cancer Risk Assessment.	10.1200/JCO.21.01460	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2022	lung	other	screening	True		0.5
34380457	Histopathologic features from preoperative biopsies to predict spread through air spaces in early-stage lung adenocarcinoma: a retrospective study.	10.1186/s12885-021-08648-0	BMC cancer	2021	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39263016	Assessing the transportability of radiomic models for lung cancer diagnosis: commercial vs. open-source feature extractors.	10.21037/tlcr-24-281	Translational lung cancer research	2024	lung	multimodal	diagnosis	True		0.65
29361036	Prognostic Significance of Pre-Operative Monocyte-to-Lymphocyte Ratio in Lung Cancer Patients Undergoing Radical Surgery.	10.1093/labmed/lmx069	Laboratory medicine	2018	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38936632	Predicting Regional Recurrence and Prognosis in Stereotactic Body Radiation Therapy-Treated Clinical Stage I Non-small Cell Lung Cancer Using a Radiomics Model Constructed With Surgical Data.	10.1016/j.ijrobp.2024.06.010	International journal of radiation oncology, biology, physics	2024	lung	multimodal	multimodal_fusion	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36670497	A radiomics-based deep learning approach to predict progression free-survival after tyrosine kinase inhibitor therapy in non-small cell lung cancer.	10.1186/s40644-023-00522-5	Cancer imaging : the official publication of the International Cancer Imaging Society	2023	lung	AI_model	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37540816	Optimizing Lung Cancer Screening With Risk Prediction: Current Challenges and the Emerging Role of Biomarkers.	10.1200/JCO.23.01060	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2023	lung	multimodal	screening	True		0.75
35068882	Clinical Features and Outcomes of Immune Checkpoint Inhibitor-Associated Cardiovascular Toxicities.	10.6515/ACS.202201_38(1).20210830B	Acta Cardiologica Sinica	2022	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41749907	Circulating Inflammatory and Mitochondrial Biomarkers Associated with Cachexia in Advanced Non-Small Cell Lung Cancer.	10.3390/cancers18040655	Cancers	2026	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40565055	XGB-BIF: An XGBoost-Driven Biomarker Identification Framework for Detecting Cancer Using Human Genomic Data.	10.3390/ijms26125590	International journal of molecular sciences	2025	lung	other	diagnosis	True		0.4
37260165	Lung cancer risk discrimination of prediagnostic proteomics measurements compared with existing prediction tools.	10.1093/jnci/djad071	Journal of the National Cancer Institute	2023	lung	other	risk_assessment	True		0.45
41455868	Prognostic value of postoperative circulating tumor DNA for recurrence-free survival in resected non-small cell lung cancer: a systematic review and meta-analysis.	10.1007/s12094-025-04182-8	Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico	2025	lung	other	screening	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
29196095	Prognostic value of combining a quantitative image feature from positron emission tomography with clinical factors in oligometastatic non-small cell lung cancer.	10.1016/j.radonc.2017.11.006	Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology	2018	lung	other	diagnosis	True		0.4
30417685	Lung cancer risk stratification using methylation profile in the oral epithelium.	10.1177/0218492318813443	Asian cardiovascular & thoracic annals	2019	lung	other	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40269593	Thoracic metabolic tumor volume predicts survival in advanced lung adenocarcinoma: a PET/computed tomography-based cohort study.	10.1097/MNM.0000000000001983	Nuclear medicine communications	2025	lung	multimodal	diagnosis	True		0.75
41225387	The clinical value of predicting lymphovascular invasion in patients with invasive lung adenocarcinoma based on the intratumoral and peritumoral CT radiomics models.	10.1186/s12885-025-15128-2	BMC cancer	2025	lung	multimodal	multimodal_fusion	True		0.93
41233929	The lung cancer-associated blood biomarker hPG80 exhibits a reversible increase in response to smoking in asymptomatic individuals.	10.1186/s40364-025-00861-4	Biomarker research	2025	lung	other	diagnosis	True		0.4
29496499	Assessment of Plasma Proteomics Biomarker's Ability to Distinguish Benign From Malignant Lung Nodules: Results of the PANOPTIC (Pulmonary Nodule Plasma Proteomic Classifier) Trial.	10.1016/j.chest.2018.02.012	Chest	2018	lung	multimodal	diagnosis	True		0.65
40302376	Microbial biomarker development for detection and prognosis of early-stage non-small cell lung cancer.	10.1177/18758592251322045	Cancer biomarkers : section A of Disease markers	2025	lung	other	early_detection	True		0.47
40562295	The predictive value of ferroptosis marker SLC7A11 in the prognosis of advanced non-small cell lung cancer patients.	10.1016/j.clinbiochem.2025.110961	Clinical biochemistry	2025	lung	blood_protein	diagnosis	True		0.5
41646758	A multimodal AI biomarker PATH-ORACLE improves prediction of recurrence in stage I lung adenocarcinoma.	10.64898/2026.01.28.26344973	medRxiv : the preprint server for health sciences	2026	lung	multimodal	diagnosis	False	No cancer mention	0.0
32219523	Prognostic impact of a novel index of nutrition and inflammation for patients with acute decompensated heart failure.	10.1007/s00380-020-01590-4	Heart and vessels	2020	lung	other	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
35870539	Improving malignancy risk prediction of indeterminate pulmonary nodules with imaging features and biomarkers.	10.1016/j.cca.2022.07.010	Clinica chimica acta; international journal of clinical chemistry	2022	lung	blood_protein	diagnosis	True		0.6
40180245	Lipidomic signatures as predictive biomarkers for early-onset lung cancer: Identification and development of a risk prediction model.	10.1016/j.jare.2025.03.045	Journal of advanced research	2026	lung	other	screening	True		0.5
36194194	Early stage NSCLS patients' prognostic prediction with multi-information using transformer and graph neural network model.	10.7554/eLife.80547	eLife	2022	lung	multimodal	diagnosis	True		0.85
